,formula,disorder
9908,Li1 Mg0.75 O3.988 V1 Zn0.25,3
9909,As1 S1 Y1,0
9910,Er2 Ni7,0
9911,Bi5 Br2 O8.5 Te1,2
9912,Bi4 Br2 O5,0
9913,As2 Cd3 O8,0
9914,Li4.82 Pd2.9 Si2.28,1
9915,Cr8 O21,0
9916,Ir1.4 Os0.6 Th1,1
9917,Au4.58 Zn8.12,3
9918,O5 Pr3,2
9919,Br10 O4 Pb9,0
9920,Cr0.8 Ni1 S4 V1.2,1
9921,Pt2 Si2 Sr1,1
9922,Cd0.4 O4 Sn1 Zn1.6,1
9923,Gd1 Pb3,0
9924,Bi1 N1 O6 Te1,0
9925,Ag2 Al1 In1 S4,1
9926,Ce1 Fe1 Ge3,0
9927,As7 Mn6 Ni16,0
9928,Ca1.96 F2 Ga1.65 Mg4.62 Na0.71 O22 Si6.77,3
9929,Nb5 Si1 Sn2,0
9930,Ca3 Mn2 O12 Si3,0
9931,La1 Te1,1
9932,Bi0.267 O2.964 Pr0.733 Sr1,3
9933,Li0.9 O2 Y0.9 Zr0.1,3
9934,Al1 Fe1 Ta1,1
9935,Ag1 Gd1 Sn2,1
9936,Al1 Ge3 Tb2,0
9937,B4 F2 O11 Sm4,0
9938,Al1 F6 K2 Rb1,0
9939,C1 Os2.284 Si0.716 Th1,1
9940,Au7 In3,0
9941,Ho1 Mg2,0
9942,Na2.72 Si17,2
9943,Fe0.98 W0.02,1
9944,Rh2 Zn11,0
9945,Gd3 O12 Sb5,0
9946,As0.67 Cr1 Sb0.33,1
9947,Nb4 S8 V1,0
9948,B6 O0.839,2
9949,Al0.6 Ca1 Mg0.7 O6 Si1.7,1
9950,Cu1 Ga3 Sm1,1
9951,Ca0.82 Cu1 O2,2
9952,Ni1 Sb1 Se1,0
9953,Ho1 Se2 Tl1,0
9954,Al1 B1 Mg1 O4,0
9955,Cd141 Na26,0
9956,Ba0.2 Ga2 O7 Sr1.8 Zn2,1
9957,F7 K3 U1,2
9958,Mn2 O7 Sr2 Y1,1
9959,Co0.75 La1 Ni0.25 Si1,3
9960,Ce0.05 Co1 O2.77 Sr0.95,3
9961,Ba1 Co1 Mn1 O5 Y1,1
9962,Fe3.44 O10 P1.98,2
9963,Bi1.5 Dy0.5 O7 Ru2,1
9964,Fe1 Na1 O4 Sn1,1
9965,Mn0.333 Ti0.333 V0.333,1
9966,Fe1 Mn2 Zr1,1
9967,Bi1 Mn7 O12,2
9968,Cf1 S1,0
9969,C1 Cr0.3 S2 Ta2,2
9970,B2 Np0.5 Pu0.5,1
9971,Er1 Fe1.78 V0.22,1
9972,Ba1 Ca2 La5 O18 Y5,3
9973,Ba1 O3 Ru0.62 Zn0.38,1
9974,Bi2 Ca1.145 Cu2 O8 Sr1.855,3
9975,Ba1 Cd4 Pt2,0
9976,C1 Cu1 Na3 O7 P1,0
9977,Ca1 Mg3 O16 Y8,3
9978,Bi0.983 Ca0.017 Fe1 O3,3
9979,Cu1 Nd1 S2,0
9980,Ba10 Fe3 Sb7 Se24,2
9981,Al0.48 Ge1.52 Li1.48 O12 P3,3
9982,Hf0.03 K1.984 O10 P2 Ti1.97,3
9983,Au1 O4 P1,0
9984,Ir0.67 Na0.89 O2 Zn0.33,3
9985,Al92 In66 O384 Si100,3
9986,Al0.61 B1 Ba1 F2 Ga0.39 O3,1
9987,C1 Sc2 Sn1,0
9988,Ga9.63 La2 O38 Ti10.26,3
9989,Au1 Cu1 F5,0
9990,Dy1 Ni0.2 Sn2,2
9991,Ag3.991 Nd0.009,1
9992,Cd2 Eu1 P2,0
9993,Ce0.35 Y0.65,1
9994,Cu3.6 Ga1.4 Lu1,1
9995,Fe10 Mo2 N1 Sm1,1
9996,Ba3 Nb0.66 O8.66 W1.33,3
9997,Ge1 Tm1,0
9998,Ca2 I1 Na1 O6,0
9999,S0.81 Si0.19 U1,1
10000,Hf1.33 Te2,2
10001,Ge2 Te6 Tl6,0
10002,Ca0.8 Ho0.2 Mn1 O3,1
10003,Ce0.21 O2 U0.79,1
10004,Cr1 I3,0
10005,Al2.5 B3 Ru4.5,2
10006,Dy0.05 Li3 O12 Te2 Y2.95,1
10007,Mg1 Pd1 Sb1,0
10008,Al12 Cs12 O48 Si12,3
10009,Fe2 O9 Si3,0
10010,Ge1 Ta2.73 V0.27,1
10011,F12 I4 Sb2,0
10012,Li1 Mn1.8 O4 Ti0.2,1
10013,Al1 I9 P2,0
10014,Al0.5 N3.5 O3.5 Pr2 Si2.5,1
10015,Lu1 Nb1 O4,0
10016,C1 B4 Cl6 O1,0
10017,Ga2 O8 Si2 Sr1,1
10018,Gd1 Ni1 Sb2,0
10019,Ba1 Br0.537 F1 I0.463,3
10020,Dy1 K1 S2,0
10021,Bi0.45 F1.55 O0.45 Pb0.55,3
10022,Cu7.38 La6.65 O20 Pt0.34 Sr1.35,3
10023,I1 Sb1 Se1,0
10024,Ca1.255 Co0.745 O4 Si1,1
10025,Ga1 Nd0.75 O3 Sm0.25,1
10026,Ag1.25 Ge4 Mn1.55 Nd4,3
10027,Na0.1 Sb1.9 Te2.9,3
10028,La7 Pt3,0
10029,Al2 Gd0.5 Pr0.5,1
10030,Nb4 Ni1 Si1,0
10031,B1 Ga8 Ir4,0
10032,As1 Ce0.3 F0.16 Fe1 Gd0.7 O0.84,1
10033,Fe0.24 Mn0.76 Nb2 O6,1
10034,La1 Ni4.95 Sn1.05,1
10035,Dy4 Fe1 S7,1
10036,La1 Ni1,0
10037,Cs1 Pr1 Se2,0
10038,Fe4.82 P3 Sc1 Ta0.18,1
10039,Ce0.5 Cu2 Y0.5,1
10040,C11.5 Er8 Rh4.98,2
10041,Ca2 Pt3 Sn5,0
10042,Ba1 O3 Ti0.944 Y0.056,1
10043,C2.33 Al20.64 Na18.22 O196.66 Si75.36,3
10044,Ce0.445 O3 Sr0.352 Ti1,3
10045,Mo1.282 O8 P2,2
10046,Ba11 O23 W4,2
10047,Ba1 Co0.8 Ir0.2 O2.83,3
10048,Ce1 Te1,0
10049,Nd4 O7 Se3 Si2,0
10050,C15 O15 Os5 S1,0
10051,Gd4 O4 Se4 Ti1,0
10052,B10 Ni1 Th2,0
10053,Cs2 Mg1 O14 P4 Zn2,1
10054,Pd0.25 Tc0.75,1
10055,Al4.11 Fe8 Ti3.89,1
10056,Fe17.3 Y1.83,3
10057,Ba2 Cu2 Hg2 O7.5504 Y1,2
10058,Ca2 Cu1 F2.1 O2,2
10059,K4 Se12 Tc6,0
10060,Er1 P2 Pd2,0
10061,Dy0.025 La0.95 Mo2 Na1 O8 Pr0.025,1
10062,Ce1 K3 O8 P2,0
10063,Ce1 Se1.83,2
10064,Ge1 K2 O4 Zn1,0
10065,Al0.5 Fe1.5 O4 Zn1,1
10066,Dy2 Mn1 Ni1 O6,0
10067, Ca6.18 Ce0.08 F5.6 Fe0.24 Mn1.1 Na5 Nb0.2 O30.4 Si8 Ti1.74 Y0.04 Zr1.34,3
10068,Al1 Cu1 In1 O4,1
10069,Co2 Si1,0
10070,Gd2 Mn3 O14 Sb3,1
10071,Cu2 Dy1 In1,1
10072,Dy11 In9 Ni4,0
10073,Co1 Hf9 Mo4,0
10074,Ba1.8 Cu3 O6.94 Pr1 Sr0.2,3
10075,Al11 O48 Si13 Tl11,3
10076,O10 Se4 Th1,0
10077,Rb2 S8 Sn3 Zn1,1
10078,Er1 Li1 S2,1
10079,Fe11.24 La1 Si1.76,1
10080,C2.7 Th0.6 Y1.4,3
10081,Ga0.916 Mn0.334 Ni2.75,1
10082,Ag1 Ge1 Sc1,0
10083,Nd1.67 Ni1 O3.76 Sr0.33,3
10084,F3 K1 Sn1,0
10085,Ag7.68 Al10.32 Ca6,1
10086,La2 Mg0.444 O7.44 Zr2,3
10087,Be4 N4 Si1,0
10088,Ca1.449 Eu0.048 Gd1.5 O12 P3 Rb1.5,3
10089,Cr2 Ge5 Ti4,1
10090,Ba0.4 Fe0.08 La0.6 Mn0.92 O3,1
10091,Ba2 Cu1 O6.352 Tl2,2
10092,Cu1 In1 Tm1,0
10093,Al2 Pr5 Ru3,0
10094,Au4.27 Zn8.26,3
10095,Ni1 Se17 U8,0
10096,Fe13 Ga13,0
10097,C10 Au2 Cl8 S8,0
10098,In1.5 Ni0.5 Pr1,1
10099,B6 Ho1 O18 Sc1 Sr6,1
10100,Ge1.01 In0.99 Rb0.99 S4,3
10101,As1 Co1 Cr1,1
10102,B4 W1,0
10103,Ba7.59 Ga15.07 Si30.88 Yb0.39,3
10104,Ba6 N36 O35 Si22 Tb26,1
10105,Ba0.85 I14 W6,2
10106,Mo1 O10.56 Tm6,3
10107,Rh2 Si1 Y1,0
10108,Cu1.95 S1,2
10109,C4 As1 Cl2 F13 O2 S2,0
10110,I1.7 O24 Pb9.85 V6,2
10111,Gd2 S5 U1,0
10112,B1 O3 Y1,2
10113,Er1 Pt2 Si1,0
10114,K2 Mn2 O9 Si3,0
10115,Ce1 Pd1 Tl1,0
10116,Al16 Os7 Ti6,0
10117,Cu2.73 Mo0.27 O6.48 Sr2 Y1,3
10118,Ca1 Ga1 Na1 O7 Si2,1
10119,Ba2 F1 N1,1
10120,C6 K2 Mn2 N6,0
10121,La4 Mn1 O1 S6,0
10122,Bi1.8 Mn4 Nd0.2 O10,1
10123,Ga0.8 La0.9 Mg0.2 O2.87 Sr0.1,3
10124,Ga3.33 Ho2,0
10125,Ba1 F9 Fe2 Na1,0
10126,Eu5 Ga9,0
10127,Al0.7 Ca1 Fe0.2 Mg0.6 O6 Si1.5,1
10128,Li1.288 Mn1.716 O3.732,3
10129,Ge2 Mn1 Pd3,0
10130,Fe0.179 Mg1.728 O4 Si1.008,3
10131,Ce1 Cu5 In7,1
10132,Cl0.306 Li10.24 O0.152 P1.358 S11.542 Si1.642,3
10133,Ge4 Lu3,0
10134,C1 Li2 N2,0
10135,Ga0.15 La1 Mn0.85 O3,1
10136,B6 Er2 Ni21,0
10137,Bi0.1 Fe0.1 La0.9 Mn0.9 O3,1
10138,Li2 Pb1 S4 Si1,0
10139,C0.66 Ir1.32 Mo1.98,1
10140,Ba1 Co2 O5.745 Pr1,2
10141,Al1 Co1 Tb1,1
10142,Fe1.74 Mg0.26 O4 Si1,1
10143,Cs0.75 Cu5.25 La2 Te6,2
10144,Na1 O8 Pd6 Yb1,1
10145,Mn3 O8 P2,0
10146,B6 Ca0.5 Sm0.5,1
10147,Ho0.12 Pd0.88,1
10148,Al7.68 Fe4.32 Ho1,1
10149,F1 Li1.3 Na0.7 Ni1 O4 P1,3
10150,Ir1 Sc1,0
10151,O3 Pb1 Ti0.45 Zr0.55,1
10152,Ba1 Cu1 La0.6 Nd1.4 O5,1
10153,Ba1 In2 Rh1,0
10154,Ce0.44 O1.91 U0.55,3
10155,Mo15 Rb2 S19 Sc0.43,2
10156,O5 P1 V1,2
10157,Ba0.8 F2.2 Yb0.2,3
10158,C0.93 Ti1,2
10159,Al6.78 Ca1.84 Fe12.22 Mn12.91 Na13.5 O120 P30,3
10160,Ni1.8 Sn1.91 Th1,2
10161,Ba4.9 O10.8 Ru2,2
10162,Cr0.05 Mn0.95 O3 Y1,1
10163,As4 S1.12 Se2.88,1
10164,Fe0.67 Mn0.33 Na0.457 O2,3
10165,K1 Mn1 Na2 Te3,0
10166,B1 N0.975 Nb2,2
10167,Co1 Ho1 Si1,0
10168,Eu8 Se20 Sn4,0
10169,C2 N2 Pb1 S2,0
10170,Li1.96 O5 S2 Ti2 Y2,2
10171,Al7.72 Ga0.48 Ni4 Si1.8 U1.05,3
10172,C3 Tm2,0
10173,Fe4.79 Li0.8 Mg0.4 O8,1
10174,Ca0.95 O7 Sc0.1 Th0.05 Ti2 Zr0.9,3
10175,C2 Na2 O4,0
10176,Ho5 Ni2 Sb1,0
10177,Cl1 Cu1 Te2,0
10178,I12 W6,0
10179,Ag2 Ge1 Hg1 S4,1
10180,Bi1.5 Nb1.5 O6.805 Zn0.806,3
10181,B4 Ce1 Rh4,0
10182,Cr1.364 Ni2.392 Pd0.244 Si1,1
10183,Ca0.35 O7 P2 Rb2 Sr0.65,1
10184,Ce1 Ga3 Ni1,1
10185,B6 Ba1 Li3 Na1 O12,0
10186,Cd0.9 Fe0.1 Te1,1
10187,F2 O24 P6 Sr9.93 Th0.07,1
10188,B1 Fe12.5 Nd2 Ti1.5,1
10189,K1 Nb1 O9 Ti3,1
10190,As22 Cu4.7 I8 Sn19.3,3
10191,Ba0.92 O2.89 Ti0.9,2
10192,Ba1 Pt1 Si3,0
10193,Fe1 Mo1 Nd0.1 O6 Sr1.9,1
10194,Al1 Cr1.5 Cu0.5 S4,1
10195,S7 Y5,0
10196,B1.12 O32 Si14.88,1
10197,Ag1 Cs9 F2 Ge14 O32,3
10198,Ni1 Sb3,0
10199,Al0.705 O6 Sc3.295,1
10200,Au0.9 In0.1,1
10201,Ga4.96 Mo0.076 Ta3.942,3
10202,Cu2 Gd1 La0.098 O8 Ru1 Sr1.902,3
10203,Ge1 Lu1 Pd1,0
10204,Cl1 Cs6 Dy21 Te34,0
10205,Dy1 S1,0
10206,Al1 Ca1 Pd1,0
10207,Fe0.5 O3 V0.5 Y1,1
10208,Fe0.6 Mn0.4 Nb2 O6,1
10209,Ge1 Ni1,0
10210,B1 Ge1 La1 O5,0
10211,Co4 Mn1 Th1,1
10212,Ag0.333 K0.667 Nb2 O8 P1,2
10213,Cu0.7 Fe1.5 Ga0.5 O4 Zn0.3,3
10214,Al0.06 B3.94 Cr0.92 Fe2.18 Mg4.45 O16 Si0.06 Ti0.38,1
10215,Ca0.99 O4 Tm0.01 W1,1
10216,Fe4 Si9.9 Y1.2,3
10217,Bi3.574 Ca0.838 Cu2.636 O14.4 Sr3.164,3
10218,Cl9 Na2 O2 Pr4,0
10219,Ba1 Mn1 Na2 O8 P2,0
10220,Fe2 Mn1 O4,1
10221,Mo0.4 S2 Ta0.6,1
10222,Cu5 Nd1,0
10223,Co0.067 In1.933 O3,1
10224,Cs2 Cu2 Gd4 S8,0
10225,Hg1 S4 Sn1 Sr1,0
10226,Co1.8 Cr0.2 Er1,1
10227,Co0.032 Fe4.396 Ni4.572 S8,1
10228,Co0.97 Li1 Mg0.03 O2,1
10229,S5 Y2 Zr1,0
10230,As3 Ba5 F1 O12,0
10231,C3 Sc0.2 Th1.8,1
10232,B0.1 Fe9.8 Si0.2 Sm1,3
10233,Ni0.53 Sb2.47 Zr5,1
10234,Co2 O4 Si1,1
10235,F6 Fe1 K3,2
10236,Ba3 O9 Ru2 Sm1,0
10237,Hf0.01 O4 Si1 Zr0.99,1
10238,B2 Eu0.29 Ho0.22 K3 Nd0.26 O6 Tm0.14 Yb0.1,1
10239,B0.2 Co1.1 Dy0.6 Fe0.7 Pr0.4,1
10240,Dy3 Rh1,0
10241,Sm0.3 Th0.7,1
10242,Al0.538 Ca1.236 Mn1.764 O12 Si3 V1.462,1
10243,Al3 Cu1 Ge2 Tb3,0
10244,Fe0.6 K1 Mg2.4 O12 Si4,3
10245,Ba2 Cu3 O6.25 Y1,2
10246,Bi13.166 Na0.834 O30 V4,1
10247,C1.04 Fe7.21 Ga5.79 La1,1
10248,Ba3 Co1 O9 Ru2,0
10249,O1.92608 Y0.14816 Zr0.85192,3
10250,Ca9.63 Cs0.63 Fe0.37 O28 P7,3
10251,Bi1 Cu2 K1 S3,0
10252,C8 Ca11 Pb3,0
10253,Eu0.2 O3 Yb1.8,1
10254,Mo3.08 O13.84 Y4,2
10255,As7 K2 Ni12,0
10256,Ru25 Y44,0
10257,C3 Ca2 Na2 O9,0
10258,K0.3 O3 Ta0.15 V0.15 W0.7,3
10259,Cu8 Ge1 S3.6 Se2.4,3
10260,Gd2 O2 Te1,0
10261,Al43 Sm6 W4,0
10262,In0.798 Mn0.202 O3 Y1,3
10263,Cu1 La1.972 O3.978,2
10264,Sb3 Zn3.83,2
10265,B2 Cu3 Nd2 O12 Sr3,1
10266,Co0.06 O1 Zn0.94,1
10267,O11 Sr1 V6,0
10268,La2 Rh3 Sn5,0
10269,Al2 Pr0.4 Y0.6,1
10270,Ba1 O7 Si2 Ti1,0
10271,Nb1 Sn2,0
10272,Ca1.283 Cr1 O4 Sm0.717,1
10273,Fe2 O12 P3 Pb1.5,2
10274,Ag0.627 Ce3 Cl0.37 S6.63 Si1,3
10275,C2 Dy4 I6,2
10276,Cs0.73 Fe1.523 Se2,2
10277,Al1 Ba1 Si1,1
10278,Se4 Tl4 Zr1,0
10279,Ca0.56 Fe0.44 Mg0.56 Na0.44 O6 Si2,1
10280,Co0.5 Fe0.5 Sb1 Ti1,1
10281,C3 Bi2 N6,0
10282,Cl1 Eu0.07 La0.89 Li0.04 O1,1
10283,Cr0.019 K0.981 O5 P1 Ti1,1
10284,Nd1 Sn3,0
10285,Bi2 Ce1 Ni2,0
10286,Ho2 Ni0.75 Si1.25,1
10287,S5 Sn2 Tl2,0
10288,Er1 Zn12,0
10289,Cs1 Mo6.65 O21 W0.35,1
10290,Al1.6 Bi2 Ga2.4 O9,1
10291,Bi8 La10 O27,2
10292,As1 Cl3 F6 N4 S4 Te2,2
10293,Fe5 Gd1,0
10294,Gd0.17 Ge4 Y4.83,1
10295,Cr0.97 F2 Mg4.06 Na2.97 O22 Si8,3
10296,Ba19 In9 N9,0
10297,Co1 La1.1 O5.41 Sr0.9 Ti1,3
10298,Pr2.7 Se4,2
10299,Cu6 In6 Sm1,3
10300,Na3.02 O7 Si2 Y0.98,2
10301,O2 Pb1,0
10302,Ge5 Nd1,0
10303,As1 K3 S4,0
10304,Al2.434 Mg0.349 O4,3
10305,K1 O4 Os1,0
10306,Ba1 O10 Si3 Yb2,0
10307,Co0.1 Mn0.9 Nd0.67 O3 Sr0.33,1
10308,K0.008 Na0.893 O3 Ta1,3
10309,Co1 Ni1 Sm0.5 Y0.5,1
10310,C4 I2 O2,0
10311,Ga0.59 N0.59 O0.41 Zn0.41,1
10312,Fe1 Ni2 S4,1
10313,Ca5 Ge6 Pd6,0
10314,Cu3 Fe4 Nd1 O12,0
10315,Ba6 Cu1.94 Mg1.06 S16 Sn4,1
10316,Ba2 Cu2.84 Fe0.16 O6.4 Y1,3
10317,Al1.5 Hf5 Si1.5,1
10318,Ga1 Mn1 Pr1,1
10319,Al4 Gd1,0
10320,Al1.606 Mn1.394 O4,1
10321,Ca2 O4 Si1,2
10322,C2 F6 Mg1 O6 S2,2
10323,In14.941 Ni11.499 Zn19.814,3
10324,Br1 N1 Zn2,0
10325,Mg0.98 Nd3.94 Ni1.08,1
10326,B4 Ce3 Co11,0
10327,Cu5.36 Y0.82,3
10328,Al1.6 Cr0.4 O4 Zn1,1
10329,Ge1 Lu1 Pt1,0
10330,Ca2 Cu6 P5,0
10331,Al1 Ba6 Ca3 O24 Si6 Y1,3
10332,Os2 P2 Sr1,0
10333,Ag5 Cl1 O4 Si1,0
10334,Co2 Cu1 S3.4 Se0.6,1
10335,Er2.667 O6.667 Ti1.333,3
10336,Al0.95 Zn0.05,1
10337,Co19 P12 Sc5,2
10338,Ba0.5 Cr5 Se8,2
10339,Ba0.125 La0.875 Mn0.875 O3 Ti0.125,1
10340,Ag0.78 Al3.22 Sr1,1
10341,B1 Ce1.86 Fe14 Zr0.14,1
10342,Cd2 Na14 O9,0
10343,Fe2 N1,2
10344,Ba0.72 Ca1.84 Cu3 O9 Sr1.28 Tl1.16,3
10345,Co4 Na12 S12,0
10346,Cl1 N1 Th1,0
10347,O4 Sr2 V1,0
10348,As2 Hg4 O7,0
10349,Ba2 Cu3 La1 O8,0
10350,C0.5 Al4 Fe0.04 Mg1.96 Na0.03 O18.61 Si5,3
10351,Al2 B1 La1 Os2,0
10352,Co1.665 Fe1.665 Ge2,3
10353,Li0.9 O3 Ru1,2
10354,Gd3.51 Ge4 Zr1.49,1
10355,O5 Sc2 Ti1,1
10356,Pt1 Se0.57 Te1.43,1
10357,Co0.13 Li0.74 Mn0.54 Ni0.13 O2,3
10358,Co3.1673 Cr0.1667 Ti0.6668,1
10359,Ba4 Cu2 Nd2 O9,0
10360,Au1 Sb2 U1,0
10361,Bi0.8 Fe1 O3 Sm0.2,1
10362,Mn44.2 Ti8.8,1
10363,La1 Ni1 O2,0
10364,Al1 Ba2 Li1 S4,0
10365,Mn1 Na0.15 O3 Pr0.85,1
10366,Ba8 Si46,0
10367,Cu2.2 Ga8.8 Ho3,1
10368,Al0.2 La0.6 Mn0.8 O3 Sr0.4,1
10369,Bi1.8 Cu1 O6 Pb0.2 Sr2,1
10370,Cs1 Fe2 Sb2,0
10371,Ba2 Mg3 Si4,0
10372,Re2 Sm1,0
10373,Ca4.735 F0.963 O12 P2.721,2
10374,Cl3 Mo1 O1,0
10375,Ge3.9 Nb20.4 Rh5.7,1
10376,Ca1 Ho2 S4,1
10377,Dy1 S3 Sc1,0
10378,Mn1.7 Sb0.1 Sn0.9,3
10379,Mo4 Na4 O16 Zr1,0
10380,Ca0.909 Ga2.274,3
10381,Bi2 O6 U0.3 W0.7,1
10382,Ba7.76 Si46,2
10383,Al3.1 Ba5 Cu1.9,1
10384, Al0.42 Ca1.39 F2 Fe0.42 K0.1 Mg4.75 Mn0.06 Na0.84 O22 Si7.58,3
10385,Na1 O12 P3 Sn1 Ti1,1
10386,Te3.999 U2.666,2
10387,Fe0.8 Mn1.2 P1,1
10388,Sb0.7 Te0.3,2
10389,Fe4 La1 Sb12,0
10390,Ba2 O13 Ti5 Zn1,1
10391,Ce0.0045 Fe0.9955,1
10392,Li0.5 O22 V9,2
10393,Ba2 Ca0.041 Cu4 O8 Y0.959,1
10394,C3 U2 W2,0
10395,Al1 Ca2 Fe0.5 Mn0.5 O5,1
10396,Fe1.8 Ni1.2 P1,1
10397,Mn1 Ni2 Sn1,1
10398,Al5.56 Eu0.15 Li1 N23.1 O6.32 Si14.27 Sr3.43,3
10399,Gd9.08 Mg45.9,3
10400,K6 Mn1 Te4,0
10401,O78 Rb10 Ta29.2,2
10402,Cs6 N4 O3 W2,1
10403,Ba1 Bi1 Na1 O6 Te1,3
10404,Dy1 S1.76,2
10405,Hg4 Se6 Si1,0
10406,Cs5 Fe1 O4,0
10407,Au2 Ga1 Mg1,0
10408,Ba2 Ca1 Cu1 F14 Fe2,0
10409,Cd1 Mn2 O4,0
10410,Ir0.43 Os0.47 Ru0.1,1
10411,Ag2 In1 Tb1,0
10412,Pu0.75 Zr2.25,1
10413,Er4.86 Pd2,3
10414,Se1 Sn1,2
10415,Co0.435 Ni0.435 Se1,3
10416,As1 K1 O9 W2,0
10417,As2 K1.31 Na0.69 Se4,1
10418,Mn1 Nd4 Sn8,2
10419,Ga3 Ni5,0
10420, C0.721 Al5.144 Ca3.13 Cl0.028 K0.02 Na0.85 O27.315 S0.288 Si6.856,3
10421,Ca1 O3 Sn0.9 Ti0.1,1
10422,F13 Na1 Th3,0
10423,Ce1 K1 Mo2 O8,1
10424,Ba1 N8 O1 Si6,0
10425,Fe0.28 Na0.55 O4 Ti1.72,3
10426,Mn2 O3,0
10427,Pd1 Sn2 Yb1,0
10428,Cr3 Si1 Ti2,1
10429,C1 S14,0
10430,Al12 Co4 N2 Na4 O52 Si12,3
10431,K1.308 O32 P4 W8,2
10432,In4 Ti3,0
10433,B1 Cr3 Fe11 Nd2,1
10434,C6 Cu1 Fe1 K2 N6,2
10435,B2 Ca3 O6,0
10436,Gd3 Se4,0
10437,Ni1 O3.98 Pr0.8 Sr1.2,1
10438,Li1 Mn1.5 O4 Ti0.5,1
10439,Co1 La1 Na1 O6 W1,1
10440,Ba3 S8 Ta2,0
10441,C1 Fe1.1 Ni0.9 O9 Sr4,3
10442,Al1 Na1 O8 Ti3,1
10443,La2 Sb3 Sn1,3
10444,Ag0.67 Pb0.67 Sb0.67 Te2,1
10445,Al2.12 F2 Fe0.5 K1.88 Mg4.67 Na0.12 O22 Si5.88 Ti0.83,1
10446,Gd1 Ge1 Ti0.8 Zr0.2,1
10447,Br2 Nb1 O1,0
10448,Co1 O4 S1,0
10449,Mn1.5364 Ni1.9332 Sn0.5304,1
10450,Co0.5 Ru1.5 Y1,1
10451,Gd1 O4 P1,0
10452,Fe1 Mo1 N0.57 O5.43 Sr1.97,3
10453,Ca0.1 O3 Ti1 Y0.9,1
10454,B6 Pr1,0
10455,Li5 P1 S1,3
10456,Ag1 Gd1 Pb1,1
10457,Ho0.2 O1.9 Zr0.8,3
10458,Se2 Th1 U1,1
10459,Co0.5 Eu1 Fe0.5 O3,1
10460,Cu2 Er2 O5,0
10461,O3.9 Sr2 V1,2
10462,B2 Cs2 S4,2
10463,Pd1.5 Rh1.5 Ta1,1
10464,Ca0.65 Cu2 La1.6 O6 Pr0.35 Sr0.4,1
10465,Mn1 Nb4 Se8,0
10466,Cr1 Ga1 Se8 V3,3
10467,Co2 In0.273 Sc0.493 Ta0.234,1
10468,Au1 Ce1,0
10469,Fe2 Ti0.4 Zr0.6,1
10470,Ca1 O5 V2,0
10471,La1 Sb1 Te1,0
10472,Co0.6 La1 Mn0.4 O3,1
10473,Pt12 Si5,0
10474,Co0.97 O2.62 P0.03 Sr1,3
10475,Co3 Tb4,2
10476,Cr0.3 La0.5 Mn0.7 Nd0.2 O3 Sr0.3,1
10477,Er1 Na1 P2 S6,0
10478,Ga1 Pr1,0
10479,Cr1 Fe1 O6 Te1,1
10480,Al0.914 Cr0.086 Gd1 O3,2
10481,C4 Hf1 Ta2 U1,1
10482,Sn1 Y1 Zn1,0
10483,Mg80 Nd4 Ni8,0
10484,Li2 O4 Te1,0
10485,Cu2 La1.044 O5.272 Sr1.056 Y0.9,3
10486,Ho7 I12 Pt1,0
10487,Na2 O4 W1,0
10488,Ba2 Gd0.333 O6 Re1,2
10489,Co0.24 Fe0.56 Si0.2,1
10490,C1 Ga1 Mn3,0
10491,Bi3.1 Cl1 La0.5 Nb0.6 O8 Pb0.4 W0.4,1
10492,Cd1 Ce2 Pd2,0
10493,Al7.66 Yb25.39 Zn138.16,3
10494,Li0.6 Mg0.03 Mn0.44 Ni0.03 O1,3
10495,Al7 Mn5 U1,1
10496,Cu0.85 Fe0.15 Mo1.26 Re2.74 S8,1
10497,Er6 Ga1 Ni2,0
10498,Au1.047 Cu0.954 Sn0.999,1
10499,Ce1 Ge1 Ti1,0
10500,C1 B4 F6 O1,0
10501,As1 Ge0.25 In0.5 Zn0.25,1
10502,Ba1 Fe0.86 Nb0.14 O2.85,3
10503,B3 La1 O6,0
10504,In2 O14 P4 Sr1,0
10505,Tb6 Zn23,0
10506,Cu0.159 Ni2.841 Ti1,1
10507,Mg0.432 Mo1.568 O6.455 Sr3,3
10508,N11 Na3 P6,0
10509,La0.9 Mg0.35 O3 Ti0.65,3
10510,Be15.33 Rh2.33,2
10511,Co1 Fe1 In1 O4,1
10512,Li1 Mn1 O4 Ru0.5 Ti0.5,1
10513,Bi1 K5 O14 P4,0
10514,Ag2 Ge1 Rb2 Se4,0
10515,Co0.1 Fe0.9 O4 V2,1
10516,B1 Zr1,0
10517,Ba1.05 Co1.9 O5.21 Tb0.95,3
10518,Bi1 Co0.05 Fe0.95 O3,1
10519,Al6 Ce1 Cu6 Mn1,1
10520,Cr0.03 S1 Zn0.97,1
10521,Al1.722 Cl2.167 Fe4.083 Ge1.191 O16 Sr6,3
10522,C21 Co6 O19,0
10523,F6 Na1.5 Pu1.5,1
10524,Ca3 Ni3 Si2,0
10525,Ag1.09 As3 Mn3.46 O12,2
10526,Ge2 Ho2 O7,0
10527,Ce0.25 Mn1 O3 Sr0.75,1
10528,Pb4 Tb5,0
10529,Ce0.25 O1.89 Th0.75,3
10530,Cl3 P1,0
10531,Ca2 Mn1 Nd2 O7,3
10532,Co7 Er2,0
10533,Cd25 Eu4,2
10534,Cr0.04 O2 Sn0.96,3
10535,Cr5 S1 Se7 Tl1,3
